WBANNO UTC_DATE UTC_TIME LST_DATE LST_TIME CRX_VN LONGITUDE LATITUDE T_CALC T_HR_AVG T_MAX T_MIN P_CALC SOLARAD SOLARAD_FLAG SOLARAD_MAX SOLARAD_MAX_FLAG SOLARAD_MIN SOLARAD_MIN_FLAG SUR_TEMP_TYPE SUR_TEMP SUR_TEMP_FLAG SUR_TEMP_MAX SUR_TEMP_MAX_FLAG SUR_TEMP_MIN SUR_TEMP_MIN_FLAG RH_HR_AVG RH_HR_AVG_FLAG SOIL_MOISTURE_5 SOIL_MOISTURE_10 SOIL_MOISTURE_20 SOIL_MOISTURE_50 SOIL_MOISTURE_100 SOIL_TEMP_5 SOIL_TEMP_10 SOIL_TEMP_20 SOIL_TEMP_50 SOIL_TEMP_100
23907 20180101 0100 20171231 1900  2.423  -98.08   30.62    -4.1    -3.8    -3.5    -4.1     0.0      0 0      0 0      0 0 C    -0.9 0    -0.7 0    -1.3 0    92 0   0.372   0.422 -99.000 -99.000 -99.000     7.0     9.0 -9999.0 -9999.0 -9999.0
23907 20190101 0000 20181231 1800  2.623  -98.08   30.62    12.9    13.5    14.8    12.7     0.0     29 0     96 0      0 0 C    11.5 0    12.9 0     9.8 0    47 0   0.509   0.502 -99.000 -99.000 -99.000    10.3    10.1 -9999.0 -9999.0 -9999.0
